customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_charge_ratio
4079-WWQQQ,72,0,2,2,65.55,4807.45,0,1.0983981693363845
6103-BOCOU,26,1,0,0,80.7,2193.0,0,0.322180916976456
5149-TGWDZ,21,1,1,1,104.55,2239.4,0,0.20086083213773315
7471-WNSUF,60,1,1,2,24.15,1505.9,0,2.4844720496894412
8942-DBMHZ,12,1,0,1,20.45,255.35,0,0.58679706601467
4301-VVZKA,16,1,0,0,75.4,1189.4,0,0.21220159151193632
9199-PWQVC,63,1,1,3,79.7,4786.15,0,0.7904642409033876
4824-GUCBY,22,1,0,0,81.7,1820.9,0,0.2692778457772338
5393-HJZSM,32,1,0,2,76.3,2404.15,0,0.4193971166448231
7074-IEVOJ,3,1,0,0,79.4,205.05,1,0.03778337531486146
9625-QSTYE,13,1,0,0,81.15,952.3,1,0.16019716574245224
0862-PRCBS,68,1,2,3,103.75,7039.45,0,0.655421686746988
8812-ZRHFP,30,1,1,0,86.45,2538.05,0,0.34702139965297857
5146-CBVOE,16,1,0,2,75.1,1212.85,0,0.2130492676431425
0454-OKRCT,33,1,2,2,80.6,2651.1,0,0.40942928039702237
5787-KXGIY,72,1,2,3,19.3,1304.8,0,3.7305699481865284
4750-ZRXIU,4,1,0,0,84.6,360.1,1,0.047281323877068564
4198-VFOEA,12,0,1,1,33.6,435.45,0,0.35714285714285715
6630-UJZMY,4,1,0,0,83.25,308.05,0,0.04804804804804805
5709-LVOEQ,0,1,2,1,80.85,1397.475,0,0.0
6400-BWQKW,6,1,0,0,79.05,434.5,1,0.07590132827324478
2692-AQCPF,65,1,1,3,108.05,7118.9,0,0.6015733456732995
0347-UBKUZ,15,1,0,1,19.9,320.45,0,0.7537688442211056
0835-DUUIQ,24,1,1,2,21.05,531.55,0,1.1401425178147269
0811-GSDTP,13,0,0,0,30.15,382.2,0,0.4311774461028193
7567-ECMCM,24,1,0,3,79.85,2001.0,0,0.30056355666875395
6115-ZTBFQ,72,0,2,2,65.5,4919.7,0,1.099236641221374
6353-BRMMA,54,1,0,2,104.1,5645.8,0,0.5187319884726225
6680-WKXRZ,3,1,0,2,74.4,215.8,1,0.04032258064516129
6231-WFGFH,4,1,0,1,20.5,77.6,0,0.1951219512195122
9904-EHEVJ,32,1,0,1,91.35,2896.55,0,0.35030103995621237
7028-DVOIQ,35,1,0,0,99.05,3395.8,1,0.35335689045936397
6169-PPETC,35,1,2,2,20.5,759.35,0,1.7073170731707317
4208-UFFGW,2,1,0,1,44.95,85.15,1,0.04449388209121245
8584-KMVXD,8,1,0,0,75.6,535.55,0,0.10582010582010583
8467-WYNSR,22,1,0,1,55.1,1253.15,0,0.3992740471869328
0851-DFJKB,15,1,0,0,58.95,955.15,0,0.2544529262086514
5382-SOYZL,22,1,0,0,95.1,2162.6,0,0.231335436382755
9448-REEVD,1,1,0,3,44.7,44.7,1,0.022371364653243846
3261-CQXOL,71,1,2,2,25.45,1813.35,0,2.7897838899803538
8388-FYNPZ,4,1,0,0,56.75,245.15,0,0.07048458149779736
4002-BQWPQ,25,1,0,2,81.75,2028.8,0,0.3058103975535168
5651-YLPRD,32,1,0,0,86.1,2723.75,0,0.3716608594657375
2826-DXLQO,7,0,0,2,29.8,220.45,0,0.2348993288590604
4378-BZYFP,17,1,1,1,20.5,365.8,0,0.8292682926829268
9489-UTFKA,8,1,0,2,60.9,551.95,0,0.13136288998357964
4849-PYRLQ,56,1,2,2,73.25,4054.2,0,0.764505119453925
9117-SHLZX,1,1,0,1,45.7,45.7,1,0.02188183807439825
9889-TMAHG,8,1,0,3,100.3,832.35,1,0.07976071784646062
4541-RMRLG,7,1,0,0,19.25,112.3,1,0.36363636363636365
7764-BDPEE,3,1,0,1,20.85,60.65,0,0.14388489208633093
3429-IFLEM,71,1,2,3,77.35,5550.1,0,0.9179056237879768
3158-MOERK,2,1,0,0,96.0,174.8,1,0.020833333333333332
7294-TMAOP,1,1,0,0,90.55,90.55,1,0.011043622308117063
5002-GCQFH,49,1,0,2,93.85,4733.1,0,0.5221097496004262
0556-FJEGU,58,1,2,2,70.1,4048.95,0,0.8273894436519259
8919-FYFQZ,44,0,0,0,30.35,1359.7,1,1.4497528830313013
0604-THJFP,59,1,2,3,75.95,4542.35,0,0.7768268597761685
2834-JRTUA,71,1,2,0,108.05,7532.15,1,0.6571031929662193
5875-YPQFJ,1,1,0,0,69.9,69.9,1,0.014306151645207437
5879-SESNB,11,1,0,0,75.25,888.65,0,0.1461794019933555
6646-QVXLR,62,1,1,0,103.75,6383.35,1,0.5975903614457831
6461-PPAXN,35,1,1,2,54.95,1916.0,0,0.6369426751592356
3318-ISQFQ,20,1,0,2,19.5,413.0,0,1.0256410256410255
1106-HRLKZ,40,1,2,1,19.6,808.95,0,2.0408163265306123
2483-XSSMZ,39,1,1,0,47.85,1886.4,0,0.8150470219435736
8603-IJWDN,1,1,0,0,86.6,86.6,1,0.011547344110854504
8165-ZJRNM,72,1,2,2,23.75,1679.25,0,3.031578947368421
9369-XFEHK,33,1,0,2,80.6,2656.5,1,0.40942928039702237
2604-XVDAM,12,1,0,2,43.8,540.95,0,0.27397260273972607
3717-OFRTN,1,1,0,2,19.75,19.75,0,0.05063291139240506
9046-JBFWA,27,1,0,1,19.15,537.35,0,1.409921671018277
3280-NMUVX,34,1,1,3,19.6,678.8,0,1.7346938775510203
1206-EHBDD,56,1,2,2,80.3,4513.65,0,0.6973848069738481
8361-LBRDI,58,1,2,3,24.35,1423.85,0,2.381930184804928
4883-KCPZJ,22,1,2,3,25.25,555.4,0,0.8712871287128713
9108-EQPNQ,10,1,2,3,26.1,225.55,0,0.38314176245210724
7277-KAMWT,13,1,2,3,20.0,268.45,0,0.65
3842-IYKUE,35,1,0,3,85.3,2917.5,1,0.41031652989449
6641-XRPSU,34,1,0,3,70.0,2416.1,1,0.4857142857142857
1374-DMZUI,4,1,0,0,94.3,424.45,1,0.042417815482502653
2545-LXYVJ,72,1,2,2,20.7,1492.1,0,3.4782608695652173
3234-VKACU,2,1,0,0,70.3,132.4,0,0.02844950213371266
8357-EQXFO,7,1,0,0,95.35,660.9,1,0.07341373885684321
1989-PRJHP,27,1,0,0,75.5,1893.95,1,0.3576158940397351
8120-JDCAM,4,1,0,1,69.55,284.9,0,0.05751258087706686
8917-FAEMR,37,1,2,1,19.85,784.25,0,1.8639798488664987
7047-YXDMZ,21,1,0,1,20.0,417.7,0,1.05
2858-EIMXH,53,1,1,3,95.85,5016.25,0,0.5529473135106938
9524-EGPJC,18,1,0,0,90.1,1612.75,1,0.1997780244173141
6993-OHLXR,2,1,0,0,68.95,119.75,1,0.0290065264684554
8818-XYFCQ,32,1,0,3,99.55,3204.65,1,0.3214465092918132
6419-ZTTLE,23,1,1,0,20.75,485.2,0,1.108433734939759
0929-HYQEW,3,1,0,1,50.15,160.85,0,0.05982053838484547
6614-YOLAC,71,0,2,1,58.65,4145.25,0,1.2105711849957375
7426-RHZGU,9,1,0,2,95.9,827.45,0,0.09384775808133472
4065-JJAVA,1,1,0,0,49.5,49.5,0,0.020202020202020204
4695-VADHF,18,1,0,0,57.45,990.85,1,0.3133159268929504
3863-IUBJR,12,1,1,3,53.65,696.35,1,0.22367194780987884
7649-SIJJF,71,1,2,1,80.1,5585.4,0,0.8863920099875157
9361-YNQWJ,64,1,1,2,24.4,1601.2,0,2.6229508196721314
3748-FVMZZ,4,0,0,0,40.05,162.45,0,0.09987515605493134
9391-TTOYH,23,1,0,1,19.5,470.2,0,1.1794871794871795
1452-XRSJV,39,1,0,3,51.05,2066.0,0,0.7639569049951029
3422-WJOYD,28,1,1,1,54.35,1426.45,0,0.515179392824287
8242-SOQUO,5,1,0,0,84.7,392.5,0,0.05903187721369539
7460-ITWWP,45,1,0,0,86.1,3861.45,0,0.5226480836236934
7147-AYBAA,37,1,0,1,70.35,2552.9,0,0.5259417199715708
7868-TMWMZ,60,1,2,2,110.0,6668.35,0,0.5454545454545454
4822-RVYBB,8,1,0,0,100.6,819.4,1,0.07952286282306163
6732-FZUGP,47,1,1,3,94.9,4615.25,0,0.49525816649104315
8436-BJUMM,26,1,0,0,83.75,2070.6,1,0.31044776119402984
4184-TJFAN,3,1,0,1,88.3,273.75,1,0.03397508493771235
8329-GWVPJ,50,1,0,2,69.75,3557.7,0,0.7168458781362007
1352-VHKAJ,27,1,0,2,71.6,1957.1,0,0.3770949720670391
4145-UQXUQ,8,1,0,0,92.1,729.95,1,0.08686210640608036
2632-TACXW,62,1,2,2,23.65,1416.75,0,2.6215644820295987
8146-QQKZH,71,1,2,2,81.85,5924.4,0,0.8674404398289555
1767-CJKBA,66,1,2,1,25.1,1697.7,0,2.6294820717131473
6445-TNRXS,68,1,2,2,114.7,7849.85,0,0.5928509154315605
4581-LNWUM,13,0,0,0,49.15,649.4,0,0.26449643947100715
4869-EPIUS,56,1,1,0,80.9,4557.5,0,0.6922126081582199
9948-YPTDG,38,1,0,0,79.45,3013.05,1,0.47828823159219636
1236-WFCDV,14,1,0,3,90.45,1266.1,1,0.15478164731896074
1915-OAKWD,16,1,1,2,19.3,360.35,0,0.8290155440414507
7296-PIXQY,14,1,0,0,70.2,1046.5,0,0.19943019943019943
4883-QICIH,32,1,0,2,69.75,2347.9,1,0.45878136200716846
3354-OADJP,8,1,1,2,54.25,447.75,0,0.14746543778801843
3524-WQDSG,43,1,0,2,99.3,4209.95,0,0.433031218529708
0810-DHDBD,52,1,1,3,74.0,3877.65,0,0.7027027027027027
4026-SKKHW,3,1,0,1,50.25,152.3,0,0.05970149253731343
2829-HYVZP,29,1,1,1,19.8,572.2,0,1.4646464646464645
8329-IBCTI,1,1,0,1,19.65,19.65,1,0.050890585241730284
1271-SJBGZ,12,0,0,0,43.65,526.95,1,0.27491408934707906
3845-JHAMY,16,0,0,3,35.5,552.7,0,0.4507042253521127
7013-PSXHK,40,1,1,1,80.75,3208.65,0,0.4953560371517028
5669-SRAIP,5,0,0,0,39.5,210.75,1,0.12658227848101267
5981-ITEMU,40,1,0,2,97.1,3706.95,1,0.411946446961895
3486-NPGST,36,1,1,1,19.55,620.75,0,1.8414322250639386
6941-PMGEP,5,1,0,0,80.0,412.5,1,0.0625
1624-WOIWJ,10,1,0,1,84.7,832.05,1,0.11806375442739078
2074-GKOWZ,2,1,0,2,89.55,185.55,1,0.02233389168062535
0376-YMCJC,23,1,0,0,90.6,1943.2,1,0.25386313465783666
6100-FJZDG,26,1,1,2,20.05,505.9,0,1.2967581047381547
4829-ZLJTK,72,1,2,0,112.4,8046.85,0,0.6405693950177935
1730-VFMWO,34,1,0,2,50.2,1815.3,0,0.6772908366533864
7143-BQIBA,10,1,0,2,62.25,612.95,0,0.1606425702811245
3800-LYTRK,14,1,1,1,55.7,795.15,0,0.2513464991023339
0634-SZPQA,23,1,0,2,90.05,2169.8,1,0.25541365907828983
9646-NMHXE,47,1,2,1,19.65,973.1,0,2.3918575063613234
7030-NJVDP,24,1,0,0,89.25,2210.2,0,0.2689075630252101
5536-RTPWK,49,1,0,2,99.05,4853.75,1,0.49469964664310956
8883-GRDWQ,20,1,1,1,54.0,1055.9,0,0.37037037037037035
6166-ILMNY,2,1,0,2,69.75,144.55,1,0.02867383512544803
3097-NNSPB,2,1,0,3,49.05,91.1,1,0.040774719673802244
7771-ZONAT,22,0,2,2,56.75,1304.85,0,0.3876651982378855
0655-RBDUG,7,1,0,2,98.05,713.0,1,0.07139214686384499
2111-DWYHN,1,1,0,1,21.1,21.1,0,0.04739336492890995
4194-WHFCB,59,1,0,2,96.65,5580.8,0,0.6104500775995861
4121-AGSIN,58,1,1,3,24.5,1497.9,0,2.36734693877551
4361-BKAXE,41,1,0,2,114.5,4527.45,1,0.35807860262008734
9845-PEEKO,59,1,2,3,79.2,4590.35,0,0.7449494949494949
0455-XFASS,3,1,0,0,69.55,200.2,0,0.043134435657800146
0301-KOBTQ,32,1,2,2,20.05,614.45,0,1.596009975062344
1751-NCDLI,46,1,0,0,98.85,4564.9,0,0.46535154274152757
4367-NUYAO,0,1,2,1,25.75,1397.475,0,0.0
9878-TNQGW,2,1,0,0,80.95,171.15,1,0.02470660901791229
9170-ARBTB,52,1,1,3,19.6,1012.4,0,2.6530612244897958
4441-NIHPT,13,1,0,0,74.3,940.35,1,0.1749663526244953
8999-BOHSE,11,1,0,2,89.7,1047.7,1,0.12263099219620958
7241-AJHFS,32,1,0,2,87.65,2766.4,0,0.36508841985168283
7029-RPUAV,17,1,0,3,100.45,1622.45,1,0.16923842707814832
4546-FOKWR,16,1,0,3,74.75,1129.35,0,0.2140468227424749
9036-CSKBW,51,1,1,2,107.45,5680.9,0,0.4746393671475105
5832-TRLPB,29,1,1,2,75.35,2243.9,0,0.3848706038487061
8590-YFFQO,70,1,2,3,64.95,4523.25,0,1.077752117013087
8659-IOOPU,71,1,2,0,100.45,7159.7,0,0.70681931309109
1338-CECEE,41,1,1,2,68.5,2839.95,0,0.5985401459854015
7439-DKZTW,1,1,0,0,80.55,80.55,0,0.012414649286157667
4646-QZXTF,7,1,0,2,81.25,580.1,0,0.08615384615384615
4607-CHPCA,25,1,1,0,90.4,2178.6,1,0.27654867256637167
9742-XOKTS,67,1,1,0,89.55,6038.55,0,0.7481853713009492
6921-OZMFH,5,1,0,1,55.7,259.4,0,0.08976660682226212
9578-FOMUK,15,1,0,0,24.8,324.15,0,0.6048387096774194
4712-UYOOI,20,1,0,0,20.0,417.65,0,1.0
8824-RWFXJ,3,1,0,1,56.15,168.15,1,0.05342831700801425
7722-CVFXN,54,1,1,0,105.2,5637.85,0,0.5133079847908745
8717-VCTXJ,42,1,1,1,19.55,839.4,0,2.1483375959079285
7363-QTBIW,9,1,0,0,79.75,769.1,0,0.11285266457680251
4159-NAAIX,63,1,2,2,97.45,6253.0,0,0.6464853771164699
0971-QIFJK,69,1,2,2,24.25,1641.8,0,2.845360824742268
9397-TZSHA,69,1,2,3,24.6,1678.05,0,2.8048780487804876
3391-JSQEW,40,1,0,1,50.15,2058.5,0,0.7976071784646062
0343-QLUZP,60,0,2,2,39.6,2424.5,0,1.5151515151515151
9763-PDTKK,4,1,0,2,94.4,387.2,1,0.0423728813559322
2176-LVPNX,71,1,2,1,89.85,6293.45,0,0.7902058987200891
7627-JKIAZ,37,1,0,3,78.95,2839.65,1,0.4686510449651678
3312-UUMZW,32,1,0,3,98.85,3145.9,0,0.32372281234193223
1271-UODNO,39,1,2,3,53.85,2200.7,0,0.724233983286908
8461-EFQYM,38,1,1,0,24.25,914.4,0,1.5670103092783505
6900-RBKER,52,1,2,3,89.45,4577.75,0,0.5813303521520402
6891-JPYFF,48,1,0,3,105.25,4997.5,0,0.45605700712589076
1459-QNFQT,70,0,2,2,59.5,4144.8,0,1.1764705882352942
1047-NNCBF,20,1,0,3,70.55,1493.55,0,0.28348688873139616
3696-XRIEN,50,1,1,3,82.5,4179.1,0,0.6060606060606061
4081-DYXAV,19,0,1,3,44.85,893.55,1,0.4236343366778149
0074-HDKDG,25,1,1,2,61.6,1611.0,0,0.40584415584415584
8791-GFXLZ,12,1,0,2,49.05,593.05,0,0.24464831804281348
8111-SLLHI,39,1,0,0,105.65,4284.8,1,0.3691433980123048
0927-LCSMG,7,1,0,1,74.65,544.55,1,0.09377093101138646
9330-DHBFL,23,1,1,1,66.25,1533.8,0,0.3471698113207547
0098-BOWSO,27,1,0,0,19.4,529.8,0,1.3917525773195878
3452-ABWRL,47,1,0,3,86.05,3865.6,0,0.5461940732132481
5859-HZYLF,26,1,2,3,19.15,515.75,0,1.3577023498694518
8257-RZAHR,14,1,0,2,64.7,941.0,1,0.21638330757341576
5293-WXJAK,11,1,0,2,104.05,1133.65,1,0.10571840461316676
3156-QLHBO,2,1,0,1,19.25,48.35,0,0.1038961038961039
2208-NQBCT,26,1,0,0,81.95,2070.05,0,0.3172666259914582
1779-PWPMG,72,1,2,2,114.65,8333.95,0,0.6279982555604012
6621-NRZAK,63,1,2,3,20.0,1209.25,0,3.15
0831-JNISG,71,1,2,1,19.8,1396.25,0,3.5858585858585856
0774-IFUVM,11,1,0,2,65.15,723.35,0,0.16884113584036836
3082-WQRVY,14,1,1,1,19.65,228.65,0,0.712468193384224
9553-DLCLU,13,1,2,3,88.95,1161.75,0,0.1461495222034851
1641-BYBTK,6,1,0,1,20.2,98.35,0,0.297029702970297
2460-NGXBJ,11,1,0,3,75.2,775.3,0,0.14627659574468085
2446-ZKVAF,18,1,0,3,56.8,1074.65,0,0.31690140845070425
0841-NULXI,1,0,0,0,35.55,35.55,1,0.028129395218002815
3522-CDKHF,32,1,0,2,75.5,2324.7,0,0.423841059602649
1430-SFQSA,29,0,1,1,35.6,1072.6,0,0.8146067415730337
0411-EZJZE,3,1,0,0,60.25,170.5,0,0.04979253112033195
7851-WZEKY,2,1,0,0,95.15,196.9,1,0.021019442984760904
8844-TONUD,13,1,0,1,96.65,1162.85,1,0.13450594930160373
8807-ARQET,41,0,0,0,40.35,1677.85,0,1.0161090458488227
8992-CEUEN,1,1,0,0,18.85,18.85,0,0.05305039787798408
4320-QMLLA,7,1,0,1,54.85,370.4,0,0.1276207839562443
8777-PVYGU,52,1,1,1,64.3,3410.6,0,0.8087091757387248
8292-ITGYJ,45,1,2,2,24.65,1138.8,0,1.8255578093306288
6870-ZWMNX,70,1,2,3,76.1,5264.25,0,0.9198423127463864
0621-CXBKL,53,1,2,1,18.7,1005.7,0,2.8342245989304815
5268-DSMNQ,62,1,1,3,97.95,5936.55,0,0.6329760081674324
5334-JLAXU,60,1,0,3,94.1,5475.9,0,0.6376195536663125
4086-YQSNZ,3,1,0,0,80.4,224.05,1,0.03731343283582089
6242-MBHPK,23,1,0,0,95.1,2326.05,0,0.24185068349106206
5868-CZJDR,1,0,0,1,31.35,31.35,1,0.03189792663476874
9359-UGBTK,67,1,1,2,72.35,4991.5,0,0.9260539046302696
0135-NMXAP,12,1,0,2,89.75,1052.4,1,0.13370473537604458
4782-OSFXZ,71,1,2,2,82.7,5831.2,0,0.8585247883917775
6479-OAUSD,25,1,1,3,19.9,510.8,0,1.256281407035176
7129-ACFOG,5,1,0,0,53.8,283.95,0,0.0929368029739777
4189-NAKJS,26,1,1,3,51.55,1295.4,0,0.504364694471387
5562-BETPV,1,1,1,1,19.65,19.65,0,0.050890585241730284
1282-IHQAC,70,0,1,3,44.05,3011.65,0,1.5891032917139616
9127-FHJBZ,72,1,2,0,114.0,8093.15,0,0.631578947368421
6270-OMFIW,60,1,1,0,94.4,5610.25,1,0.635593220338983
1641-RQDAY,32,1,0,0,100.4,3217.65,0,0.3187250996015936
0107-WESLM,1,1,0,0,19.85,19.85,1,0.05037783375314861
6994-ORCWG,14,1,1,1,54.25,773.2,0,0.25806451612903225
1346-UFHAX,13,1,0,3,80.0,1029.35,0,0.1625
3992-YWPKO,6,1,0,3,109.9,669.45,1,0.0545950864422202
2933-XEUJM,46,1,2,1,79.2,3593.8,0,0.5808080808080808
0125-LZQXK,15,1,0,0,101.35,1553.95,1,0.1480019733596448
5461-QKNTN,43,1,0,0,94.3,3953.15,0,0.4559915164369035
4835-YSJMR,39,1,2,2,49.8,1971.15,0,0.783132530120482
8399-YNDCH,21,1,0,2,60.05,1236.15,1,0.34970857618651124
3164-YAXFY,57,0,0,0,53.75,3196.0,0,1.0604651162790697
0887-WBJVH,53,1,1,0,93.45,4872.2,0,0.5671482075976458
4660-IRIBM,18,1,0,1,87.9,1500.5,0,0.20477815699658702
5673-FSSMF,1,1,0,0,60.15,60.15,1,0.01662510390689942
7670-ZBPOQ,58,1,1,2,61.05,3478.75,0,0.9500409500409501
8089-UZWLX,71,1,2,2,104.05,7413.55,0,0.6823642479577127
0080-OROZO,35,1,1,0,99.25,3532.0,0,0.3526448362720403
3916-NRPAP,3,1,0,3,85.7,256.75,0,0.03500583430571762
6807-SIWJI,38,1,1,0,104.85,3887.25,0,0.36242250834525513
8221-HVAYI,35,1,2,3,69.15,2490.15,0,0.5061460592913954
1579-KLYDT,7,1,0,0,90.45,593.45,1,0.07739082365948037
5232-NXPAY,47,1,2,1,74.45,3510.3,0,0.6312961719274681
8967-SZQAS,14,1,0,0,50.45,765.45,0,0.27750247770069375
4468-KAZHE,20,1,0,0,60.0,1259.35,0,0.3333333333333333
0455-ENTCR,66,1,2,0,85.25,5538.35,0,0.7741935483870968
8944-AILEF,15,1,0,3,19.45,340.85,0,0.7712082262210798
5542-NKVRU,42,1,2,2,20.75,844.45,0,2.0240963855421685
7126-RBHSD,17,1,0,0,78.9,1348.95,0,0.21546261089987323
5370-IIVVL,37,1,1,3,104.5,3778.0,0,0.35406698564593303
6789-HJBWG,12,1,0,0,49.4,611.65,0,0.24291497975708504
3927-NLNRY,53,1,1,2,94.25,4867.95,1,0.5623342175066313
9087-EYCPR,60,1,2,1,25.0,1505.05,0,2.4
6791-YBNAK,18,0,0,3,25.55,467.85,0,0.7045009784735812
6358-LYNGM,1,1,0,0,74.9,74.9,1,0.013351134846461948
6077-BDPXA,3,1,0,0,70.15,194.2,0,0.04276550249465431
0013-MHZWF,9,1,0,3,69.4,571.45,0,0.12968299711815562
5494-HECPR,1,1,0,0,80.25,80.25,1,0.012461059190031152
8268-YDIXR,56,1,1,0,93.15,5253.95,0,0.6011808910359635
9824-BEMCV,17,1,0,0,69.0,1149.65,1,0.2463768115942029
1373-ORVIZ,11,1,0,0,66.35,740.8,1,0.16578749058025624
4291-SHSBH,7,1,0,0,69.55,521.35,0,0.100647016534867
6980-IMXXE,69,1,2,2,20.2,1412.65,0,3.4158415841584158
9866-QEVEE,19,1,0,2,86.0,1532.45,1,0.22093023255813954
9897-KXHCM,3,1,0,0,80.3,250.05,1,0.03735990037359901
0040-HALCW,54,1,2,3,20.4,1090.6,0,2.647058823529412
0784-GTUUK,62,1,1,3,23.75,1446.8,0,2.610526315789474
7979-CORPM,24,1,0,3,90.55,2282.55,1,0.2650469353948095
2294-DMMUS,62,1,0,3,70.45,4300.45,0,0.8800567778566358
0872-JCPIB,17,1,0,2,65.75,1111.2,0,0.2585551330798479
3055-MJDSB,9,0,0,1,24.6,190.1,0,0.36585365853658536
9091-WTUUY,64,1,2,1,69.25,4447.75,0,0.924187725631769
1618-CFHME,2,1,0,0,75.9,143.35,1,0.026350461133069828
3165-HDOEW,1,1,0,1,45.85,45.85,1,0.021810250817884406
6581-NQCBA,16,0,0,0,49.95,810.2,1,0.3203203203203203
7115-IRDHS,72,1,2,2,24.65,1830.05,0,2.920892494929006
8496-DMZUK,30,1,1,2,90.4,2820.65,0,0.331858407079646
2040-VZIKE,49,1,0,1,100.85,4847.35,0,0.48587010411502235
9068-VPWQQ,61,1,2,3,75.35,4729.3,0,0.8095554080955542
0178-SZBHO,47,1,0,0,87.2,4017.45,0,0.5389908256880733
0384-RVBPI,20,1,0,3,64.4,1398.6,0,0.3105590062111801
1689-MRZQR,34,1,0,0,78.3,2564.3,1,0.43422733077905495
1299-AURJA,70,1,2,2,24.7,1685.9,0,2.834008097165992
4525-VZCZG,54,1,1,0,105.85,5826.65,0,0.5101558809636279
1543-LLLFT,61,1,1,1,98.3,6066.55,0,0.6205493387589014
5835-BEQEU,3,1,0,0,76.95,228.4,1,0.03898635477582846
2788-CJQAQ,13,1,1,1,19.45,270.2,0,0.6683804627249358
5565-FILXA,16,1,0,0,96.15,1529.2,1,0.16640665626625065
0319-QZTCO,3,1,0,3,58.7,168.6,0,0.05110732538330494
2120-SMPEX,25,1,0,1,20.15,536.35,0,1.240694789081886
0096-FCPUF,30,1,0,1,64.5,1888.45,0,0.46511627906976744
0668-OGMHD,21,0,0,0,28.5,629.35,0,0.7368421052631579
5552-ZNFSJ,1,1,0,0,45.3,45.3,1,0.02207505518763797
2223-KAGMX,15,1,0,2,19.4,289.3,1,0.7731958762886598
6507-ZJSUR,23,1,0,0,90.45,2117.25,0,0.2542841348811498
9408-HRXRK,45,1,0,0,105.15,4730.9,0,0.42796005706134094
5593-SUAOO,24,1,1,2,83.15,2033.05,0,0.2886349969933854
7321-PKUYW,11,1,0,0,90.15,987.95,1,0.12201885745978923
2833-SLKDQ,1,1,0,1,45.05,45.05,1,0.022197558268590458
6766-HFKLA,56,1,2,2,103.2,5744.35,0,0.5426356589147286
7595-EUIVN,1,1,0,0,75.8,75.8,1,0.013192612137203167
7617-EYGLW,1,1,0,0,19.45,19.45,0,0.05141388174807198
2026-TGDHM,7,1,0,0,79.3,523.15,1,0.08827238335435057
9220-ZNKJI,55,1,2,3,88.8,4805.3,0,0.6193693693693694
4030-VPZBD,2,0,0,0,30.9,59.05,1,0.06472491909385114
2226-ICFDO,72,1,2,3,85.9,6110.75,0,0.8381839348079161
0723-VSOBE,45,0,1,0,34.2,1596.6,0,1.3157894736842104
5529-GIBVH,47,1,2,1,20.15,1046.2,0,2.3325062034739457
4187-CINZD,46,1,1,3,95.25,4424.2,1,0.48293963254593175
9992-UJOEL,2,1,0,1,50.3,92.75,0,0.039761431411530816
4741-WWJQZ,2,1,0,0,80.15,194.55,0,0.02495321272613849
6625-UTXEW,12,1,0,0,51.25,612.1,0,0.23414634146341465
6818-WOBHJ,68,1,0,2,89.6,6127.6,1,0.7589285714285715
6244-BESBM,69,1,2,3,95.2,6671.7,0,0.7247899159663865
1004-NOZNR,56,1,1,3,94.8,5264.3,0,0.5907172995780591
1251-STYSZ,4,1,0,0,80.25,303.7,0,0.04984423676012461
2612-PHGOX,64,1,2,2,76.1,4818.8,0,0.8409986859395533
2408-TZMJL,59,1,1,0,110.15,6448.05,1,0.5356332274171584
8480-PPONV,62,1,2,2,115.55,7159.05,0,0.5365642578970143
8780-IHCRN,63,1,2,3,24.65,1574.5,0,2.5557809330628807
4598-ZADCK,53,0,1,0,53.6,2879.2,0,0.9888059701492538
1257-SXUXQ,5,1,0,1,19.45,86.05,0,0.2570694087403599
9681-KYGYB,49,1,0,0,88.2,4159.45,0,0.5555555555555556
7182-OVLBJ,62,1,2,2,101.15,6638.35,0,0.6129510627780523
5095-ETBRJ,55,1,2,1,56.8,3112.05,0,0.9683098591549296
7005-CYUIL,71,1,2,0,99.4,7168.25,0,0.7142857142857142
4821-WQOYN,72,1,2,3,20.1,1326.25,0,3.5820895522388057
4730-AWNAU,36,0,1,3,60.7,2234.55,0,0.5930807248764415
3452-FLHYD,25,1,1,2,20.95,495.15,0,1.1933174224343677
2388-LAESQ,72,1,2,2,114.85,8317.95,0,0.6269046582498912
9531-NSBMR,36,1,1,2,19.25,679.8,0,1.87012987012987
6260-ONULR,1,1,0,1,62.8,62.8,0,0.01592356687898089
4389-UEFCZ,72,1,2,0,105.5,7544.0,0,0.6824644549763034
8711-LOBKY,59,1,2,1,19.85,1188.25,0,2.972292191435768
9134-CEQMF,7,1,0,0,89.5,676.7,1,0.0782122905027933
8985-OOPOS,1,1,1,3,74.1,74.1,0,0.01349527665317139
8800-ZKRFW,30,1,0,0,107.5,3242.5,0,0.27906976744186046
2616-FLVQC,64,1,2,1,19.55,1240.15,0,3.2736572890025575
9968-FFVVH,63,1,1,2,68.8,4111.35,0,0.9156976744186047
3108-PCCGG,72,1,2,3,84.45,5899.85,0,0.8525754884547069
7993-PYKOF,8,1,0,0,75.0,632.95,1,0.10666666666666667
8390-FESFV,62,1,2,2,84.5,5193.2,0,0.7337278106508875
3022-BEXHZ,67,1,2,2,111.2,7530.8,0,0.6025179856115108
5027-XWQHA,6,1,0,0,44.75,270.95,1,0.1340782122905028
6248-TKCQV,70,1,2,2,80.6,5460.2,0,0.8684863523573202
6729-GDNGC,20,1,0,2,80.7,1614.2,0,0.24783147459727384
6198-ZFIOJ,5,1,0,0,75.6,402.5,0,0.06613756613756615
5989-OMNJE,24,0,1,0,57.6,1367.75,0,0.41666666666666663
